Subject,Phase_vs_phase,model,AUC,F1,AdjustedMutualInformation,CalinskiHarabasz,Silhouette_Euclidean,Silhouette_Manhalanobis,DaviesBouldin
260,KMeans,phase1_vs_phase5,0.525359834,0.400433629,0.002017596,75313.09648,0.491150773,,0.725163117
260,GaussianMixture,phase1_vs_phase2,0.817945933,0.848110876,0.452686777,323.8224846,0.058226012,0.200162088,9.959399368
260,GaussianMixture,phase1_vs_phase3,0.57662521,0.669491198,0.027279799,465.3741532,0.017757022,0.204539178,7.357165272
260,GaussianMixture,phase1_vs_phase4,0.996663411,0.006705482,0.970872319,350.0446397,0.031664296,0.153407917,7.864607157
260,GaussianMixture,phase1_vs_phase5,0.891425924,0.903502838,0.600197125,1586.148174,0.114549868,0.182576123,4.978478344
261,Birch,phase1_vs_phase2,0.508912103,0.509377049,0.000217353,162293.5818,0.627014671,,0.484550981
261,Birch,phase1_vs_phase3,0.511365508,0.06527155,0.007542049,10163.4228,0.488300892,,0.529955093
261,Birch,phase1_vs_phase4,0.52613183,0.260170445,0.003397597,51409.37456,0.406856661,,0.692089209
261,Birch,phase1_vs_phase5,0.50159537,0.533179475,-4.40E-06,150769.2892,0.640803102,,0.483804503
261,KMeans,phase1_vs_phase2,0.503068151,0.530317613,1.57E-05,182216.1292,0.655753499,,0.459171456
261,KMeans,phase1_vs_phase3,0.512338123,0.456089665,0.000436478,195726.9311,0.668451289,,0.439009098
261,KMeans,phase1_vs_phase4,0.501719839,0.530088756,-3.21E-06,134428.2731,0.57988615,,0.593371812
261,KMeans,phase1_vs_phase5,0.510483267,0.543613779,0.000313166,151980.5155,0.643358552,,0.481887354
261,GaussianMixture,phase1_vs_phase2,0.508374179,0.472160736,0.000192285,177401.4849,0.648987628,0.164715758,0.465910209
261,GaussianMixture,phase1_vs_phase3,1,1,1,183.9588711,0.013007242,0.233037661,16.01410779
261,GaussianMixture,phase1_vs_phase4,0.509105252,0.47089902,0.000229584,131504.2668,0.572747652,0.160886704,0.600765623
261,GaussianMixture,phase1_vs_phase5,0.598415596,0.562443108,0.029294489,52325.5641,0.428093846,0.127644265,0.737944048
263,Birch,phase1_vs_phase2,0.534944009,0.538889612,0.003514573,106494.2095,0.539944124,,0.639528724
263,Birch,phase1_vs_phase3,0.501808187,0.009001189,0.000694425,4390.21799,0.616432907,,0.457116014
263,Birch,phase1_vs_phase4,0.640395229,0.003760927,0.188694216,23561.76142,0.355825452,,0.852633051
263,Birch,phase1_vs_phase5,0.538506009,0.303893798,0.005853334,63172.8068,0.450217128,,0.729015081
263,KMeans,phase1_vs_phase2,0.527746153,0.50180623,0.002246881,115376.3043,0.562779003,,0.612294885
263,KMeans,phase1_vs_phase3,0.515178528,0.562039677,0.000691502,78278.5693,0.488755599,,0.746330272
263,KMeans,phase1_vs_phase4,0.50281154,0.45801254,1.18E-05,45231.73181,0.398452313,,1.042035231
263,KMeans,phase1_vs_phase5,0.500475247,0.541007324,-1.13E-05,90605.57358,0.511476428,,0.722890578
263,GaussianMixture,phase1_vs_phase2,0.530063951,0.496982456,0.002666517,111456.5483,0.555985128,0.156306247,0.615348093
263,GaussianMixture,phase1_vs_phase3,0.519629194,0.399773028,0.00122304,66182.34304,0.453162497,0.157692373,0.776935416
263,GaussianMixture,phase1_vs_phase4,0.999983724,3.28E-05,0.999731884,25049.77177,0.346968982,0.222580194,1.34653592
263,GaussianMixture,phase1_vs_phase5,0.517277497,0.532418138,0.000899103,80797.3871,0.487429796,0.159615658,0.748422837
264,Birch,phase1_vs_phase2,0.530813853,0.489262272,0.002839015,119601.3323,0.561615346,,0.536955728
264,Birch,phase1_vs_phase3,0.57717318,0.353794031,0.0422351,51647.15748,0.466769894,,0.51141257
264,Birch,phase1_vs_phase4,0.504429,0.480191996,4.51E-05,124027.1898,0.569305292,,0.557413632
264,Birch,phase1_vs_phase5,0.500083426,0.485951361,-1.18E-05,132070.251,0.575917063,,0.55075761
264,KMeans,phase1_vs_phase2,0.50183387,0.472811203,-2.04E-06,158578.3484,0.618889033,,0.50934726
264,KMeans,phase1_vs_phase3,0.501026863,0.527831094,-8.80E-06,153857.0503,0.612728021,,0.519181846
264,KMeans,phase1_vs_phase4,0.525652123,0.438699062,0.001934338,136573.8526,0.587046633,,0.558191473
264,KMeans,phase1_vs_phase5,0.515951148,0.453618986,0.000736434,145798.2207,0.594588124,,0.544336296
264,GaussianMixture,phase1_vs_phase2,0.66227051,0.435448148,0.092120825,43420.57484,0.314013451,0.153102019,0.833626659
264,GaussianMixture,phase1_vs_phase3,0.631057661,0.417868833,0.051983539,46048.51113,0.32288894,0.146456884,0.897813688
264,GaussianMixture,phase1_vs_phase4,0.529854571,0.454353517,0.002576175,128925.4531,0.569332169,0.141320364,0.569267684
264,GaussianMixture,phase1_vs_phase5,0.663830252,0.710998457,0.091351704,19855.31173,0.191729243,0.126175869,1.231001271
269,Birch,phase1_vs_phase2,0.582003309,0.69632458,0.054808576,28166.43968,0.444191603,,0.885588985
269,Birch,phase1_vs_phase3,0.514348997,0.027290088,0.009346443,11656.92009,0.549208295,,0.766601925
269,Birch,phase1_vs_phase4,0.521559284,0,0.038235649,9163.805566,0.54905394,,0.61917894
269,Birch,phase1_vs_phase5,0.521559284,0,0.038235983,6834.945332,0.484639143,,0.67563609
269,KMeans,phase1_vs_phase2,0.580522183,0.515527833,0.020891014,29736.2266,0.374629598,,1.257286446
269,KMeans,phase1_vs_phase3,0.995263672,0.995241132,0.961066367,55858.20376,0.506370446,,0.827995652
269,KMeans,phase1_vs_phase4,0.999983724,3.28E-05,0.999731884,101832.6101,0.662301594,,0.535450831
269,KMeans,phase1_vs_phase5,1,0,1,124547.6519,0.673851603,,0.516292996
269,GaussianMixture,phase1_vs_phase2,0.999983724,0.999983724,0.999731884,13487.37187,0.235391999,0.220983443,1.89109362
269,GaussianMixture,phase1_vs_phase3,1,1,1,55828.19237,0.507356795,0.231684884,0.828366414
269,GaussianMixture,phase1_vs_phase4,1,0,1,101830.1126,0.662294788,0.256924669,0.53546197
269,GaussianMixture,phase1_vs_phase5,1,1,1,124547.6519,0.673851603,0.249413297,0.516292996
278,Birch,phase1_vs_phase2,0.592623846,0,0.138327396,17592.20413,0.415801992,,0.735591404
278,Birch,phase1_vs_phase3,0.53821094,0.149816982,0.011830456,25780.74056,0.36623409,,0.751726039
278,Birch,phase1_vs_phase4,0.729720209,0.777013498,0.211290054,29937.06386,0.418810825,,1.233794392
278,Birch,phase1_vs_phase5,0.520181456,0.320540091,0.002065516,35169.57471,0.375323794,,0.793004675
278,KMeans,phase1_vs_phase2,0.765677223,0,0.368446183,46919.3881,0.522578419,,0.870834888
278,KMeans,phase1_vs_phase3,0.548025133,0.529004699,0.006724093,46715.43415,0.398612865,,1.028748626
278,KMeans,phase1_vs_phase4,0.575336529,0.297156796,0.020027403,37034.37154,0.385863205,,1.089260009
278,KMeans,phase1_vs_phase5,0.560805554,0.52602168,0.011034962,51914.79398,0.422995599,,0.96140213
278,GaussianMixture,phase1_vs_phase2,0.968182539,3.39E-05,0.828214558,28176.04531,0.414362348,0.264876073,0.867387547
278,GaussianMixture,phase1_vs_phase3,0.755716602,0,0.353619031,29159.14734,0.432311561,0.258392542,1.214369914
278,GaussianMixture,phase1_vs_phase4,0.753863463,0,0.350897633,32944.41931,0.471005774,0.20683204,1.023968484
278,GaussianMixture,phase1_vs_phase5,0.7693017,0.784799251,0.22711683,13979.91496,0.20727256,0.171301829,1.090720272
279,Birch,phase1_vs_phase2,0.575277842,0.309837579,0.019353659,46991.13254,0.363660691,,0.916525417
279,Birch,phase1_vs_phase3,0.517180146,0.571977438,0.001066796,80302.8311,0.490590679,,0.652153808
279,Birch,phase1_vs_phase4,0.513788068,0.524539318,0.000554026,82167.94125,0.464707352,,0.750473406
279,Birch,phase1_vs_phase5,0.599884923,0.552138694,0.031011065,67524.79345,0.445416533,,0.762960825
279,KMeans,phase1_vs_phase2,0.558629414,0.575006324,0.009990663,57882.98343,0.389511688,,0.938540289
279,KMeans,phase1_vs_phase3,0.503657923,0.505790076,2.68E-05,97798.85551,0.513237499,,0.667388421
279,KMeans,phase1_vs_phase4,0.511013469,0.501321556,0.000339187,87898.79325,0.48065584,,0.737726599
279,KMeans,phase1_vs_phase5,0.529909122,0.54152191,0.002576816,74961.75903,0.464390947,,0.759881513
279,GaussianMixture,phase1_vs_phase2,0.970361328,0.058030593,0.83528291,7542.99153,0.167110686,0.223848655,2.366799478
279,GaussianMixture,phase1_vs_phase3,0.998209635,0.998206424,0.982749171,619.5802008,0.033135313,0.246603089,8.281670926
279,GaussianMixture,phase1_vs_phase4,0.822181409,0,0.460363026,2416.888592,0.032523656,0.197651181,3.7896286
279,GaussianMixture,phase1_vs_phase5,0.977702549,0.977194034,0.866896779,3047.107581,0.135019767,0.227883808,3.604513303
280,Birch,phase1_vs_phase2,0.64128331,0.002743484,0.19211688,38465.60749,0.533222218,,0.802447921
280,Birch,phase1_vs_phase3,0.53491181,0,0.059056992,15820.42507,0.544366733,,0.521104354
280,Birch,phase1_vs_phase4,0.642096032,0.739608287,0.201238152,50450.28538,0.592475059,,0.731034135
280,Birch,phase1_vs_phase5,0.556059387,0.407739911,0.013487987,23436.42597,0.333303281,,0.979423562
280,KMeans,phase1_vs_phase2,0.644346272,0.740821125,0.204088044,38655.08257,0.534027168,,0.805688045
280,KMeans,phase1_vs_phase3,0.534636732,0.448555362,0.003984583,35514.81335,0.416859389,,1.108544741
280,KMeans,phase1_vs_phase4,0.653231411,0,0.215362943,51318.19144,0.591997883,,0.768649763
280,KMeans,phase1_vs_phase5,0.653231411,0,0.215365093,45850.85373,0.568640751,,0.801931207
280,GaussianMixture,phase1_vs_phase2,0.654389622,0,0.216835932,38384.86675,0.528904024,0.251535831,1.327939073
280,GaussianMixture,phase1_vs_phase3,0.599765981,0.452138676,0.030249388,28294.87039,0.350848376,0.184581704,1.254513695
280,GaussianMixture,phase1_vs_phase4,0.655398921,0.74683652,0.218120262,50361.90583,0.586735716,0.271208439,0.781101313
280,GaussianMixture,phase1_vs_phase5,0.655547834,0,0.218311989,44935.15885,0.562872748,0.286569973,0.815969159
281,Birch,phase1_vs_phase2,0.567415807,0.445635785,0.017689384,53518.24176,0.386244362,,0.802708269
281,Birch,phase1_vs_phase3,0.501561109,0.441489265,-4.56E-06,152461.4715,0.58728779,,0.510402217
281,Birch,phase1_vs_phase4,0.536512019,0.328308688,0.004899278,74646.61442,0.441466968,,0.594354256
281,Birch,phase1_vs_phase5,0.618303436,0.420602344,0.102120177,39390.84014,0.376266216,,0.644851435
281,KMeans,phase1_vs_phase2,0.519266719,0.478134688,0.001059928,99160.71908,0.497303843,,0.734162996
281,KMeans,phase1_vs_phase3,0.515060768,0.487282944,0.000642725,213250.7139,0.651394262,,0.464897439
281,KMeans,phase1_vs_phase4,0.519904788,0.492874756,0.001134323,253985.0537,0.684558545,,0.417643166
281,KMeans,phase1_vs_phase5,0.521572774,0.490385078,0.001334027,161805.6301,0.644183243,,0.474845535
281,GaussianMixture,phase1_vs_phase2,0.567949428,0.221744389,0.021498304,11112.86053,0.166999615,0.101064829,1.025530875
281,GaussianMixture,phase1_vs_phase3,0.509385193,0.487171137,0.000245332,171809.5681,0.607327449,0.182150638,0.502674713
281,GaussianMixture,phase1_vs_phase4,0.500871036,0.489397993,-9.65E-06,239385.0451,0.672870464,0.188592564,0.425587285
281,GaussianMixture,phase1_vs_phase5,0.557626962,0.521227168,0.009929874,98157.75383,0.543421141,0.168393754,0.558372737
282,Birch,phase1_vs_phase2,0.63547593,0.703220869,0.072531754,28210.58998,0.308769454,,1.141031495
282,Birch,phase1_vs_phase3,0.508740045,0.114399812,0.001620283,17839.09278,0.551869111,,0.806121346
282,Birch,phase1_vs_phase4,0.538881972,0.237949049,0.015942182,24026.53761,0.487800183,,0.929222415
282,Birch,phase1_vs_phase5,0.507321273,0.048179131,0.004056458,11336.78105,0.619463868,,0.479255383
282,KMeans,phase1_vs_phase2,0.745848407,0.739256942,0.183228619,41214.12205,0.363846381,,1.050666469
282,KMeans,phase1_vs_phase3,0.503420178,0.472540484,2.26E-05,27198.93049,0.311352972,,1.143032584
282,KMeans,phase1_vs_phase4,0.539574354,0.537754497,0.00451325,28376.33258,0.311075499,,1.203099472
282,KMeans,phase1_vs_phase5,0.62672143,0.625296443,0.046848584,34161.60113,0.333316035,,1.09268076
282,GaussianMixture,phase1_vs_phase2,0.988500612,0,0.921315206,20829.23833,0.266274769,0.208801243,1.446445371
282,GaussianMixture,phase1_vs_phase3,0.536289656,0.333122081,0.00709598,2077.340464,0.414160393,0.376400295,4.777903553
282,GaussianMixture,phase1_vs_phase4,1,1,1,448.8061945,0.014783689,0.286930349,1.585419397
282,GaussianMixture,phase1_vs_phase5,0.637874784,0.024093977,0.155267715,3860.119453,0.22135592,0.250969769,2.704942151
283,Birch,phase1_vs_phase2,0.634613316,0.104045976,0.097827167,69338.75724,0.506261661,,0.546046079
283,Birch,phase1_vs_phase3,0.568012018,0.223399262,0.021393411,53056.03699,0.392760627,,0.630254758
283,Birch,phase1_vs_phase4,0.572466258,0.32890544,0.017267082,95158.97389,0.490872601,,0.584216085
283,Birch,phase1_vs_phase5,0.650706372,0.158918827,0.093581989,71225.39803,0.459311016,,0.61309283
283,KMeans,phase1_vs_phase2,0.652882477,0.266288534,0.073869266,107667.3245,0.539504998,,0.633515211
283,KMeans,phase1_vs_phase3,0.509027829,0.548834259,0.000232223,168448.2679,0.62282575,,0.500714389
283,KMeans,phase1_vs_phase4,0.505164655,0.454180022,6.76E-05,197496.8099,0.649826947,,0.461018328
283,KMeans,phase1_vs_phase5,0.504989661,0.528533963,6.17E-05,131842.0886,0.570969197,,0.576489921
283,GaussianMixture,phase1_vs_phase2,0.999983724,3.28E-05,0.999731884,2764.998377,0.189297371,0.229104412,3.799224372
283,GaussianMixture,phase1_vs_phase3,0.590242895,0.656608878,0.028923188,90037.6072,0.514496879,0.15717843,0.572343038
283,GaussianMixture,phase1_vs_phase4,0.509913207,0.417706132,0.000298119,178504.404,0.637581369,0.164062497,0.449827786
283,GaussianMixture,phase1_vs_phase5,0.584867028,0.568737332,0.021067008,25235.3983,0.213240164,0.155036913,1.315131229
284,Birch,phase1_vs_phase2,0.500674214,0.381062449,-1.09E-05,41450.18011,0.38474033,,1.043313814
284,Birch,phase1_vs_phase3,0.524648476,0.606155693,0.002199933,32770.07114,0.351962148,,1.159731621
284,Birch,phase1_vs_phase4,0.55274115,0.223879227,0.013908722,32247.367,0.388099357,,0.972011418
284,Birch,phase1_vs_phase5,0.505016158,0.540745709,6.28E-05,39346.6697,0.377211919,,1.065592515
284,KMeans,phase1_vs_phase2,0.512345548,0.46726931,0.000446792,51254.07983,0.402474866,,0.983360051
284,KMeans,phase1_vs_phase3,0.513739364,0.466510875,0.000558437,43110.39857,0.378998666,,1.037560909
284,KMeans,phase1_vs_phase4,0.530880392,0.490396767,0.002846321,44154.01222,0.386443581,,1.004770674
284,KMeans,phase1_vs_phase5,0.510531104,0.41604855,0.000338727,41034.35821,0.394130542,,1.008948732
284,GaussianMixture,phase1_vs_phase2,0.506455909,0.383762368,0.000132621,13808.72456,0.253370765,0.183040228,1.750897279
284,GaussianMixture,phase1_vs_phase3,0.620008494,0.598590696,0.042727091,8496.517668,0.145002308,0.165119806,2.397101962
284,GaussianMixture,phase1_vs_phase4,0.646334541,0.735828084,0.145136457,19917.92986,0.388888783,0.238590423,1.482025682
284,GaussianMixture,phase1_vs_phase5,1,0,1,10888.20212,0.223177693,0.262138661,1.965893567
285,Birch,phase1_vs_phase2,0.58203125,0.281879195,0.123285016,24652.60848,0.473237935,,0.721729135
285,Birch,phase1_vs_phase3,0.518705497,0.33366243,0.001348807,46638.27014,0.404773695,,0.919474695
285,Birch,phase1_vs_phase4,0.502169807,0.042414457,0.000224861,7054.767357,0.408196085,,0.629482067
285,Birch,phase1_vs_phase5,0.520460154,0.284399425,0.002577337,22473.52632,0.298833546,,0.914911733
285,KMeans,phase1_vs_phase2,0.548252028,0.580905779,0.00691295,40397.45162,0.36170316,,1.007135996
285,KMeans,phase1_vs_phase3,0.56654387,0.37863973,0.013407707,56584.10055,0.42104648,,0.937190087
285,KMeans,phase1_vs_phase4,0.546858774,0.54049738,0.006343889,34482.23073,0.3221605,,1.225334533
285,KMeans,phase1_vs_phase5,0.565100202,0.430270449,0.012260367,41635.54939,0.387777381,,0.991885408
285,GaussianMixture,phase1_vs_phase2,0.933551739,0.938645808,0.710524514,3978.517032,0.104289263,0.223174056,2.975903649
285,GaussianMixture,phase1_vs_phase3,0.839720044,0,0.492317038,419.3800606,0.032179787,0.241903386,10.11253569
285,GaussianMixture,phase1_vs_phase4,0.952960058,0,0.772321945,12274.11531,0.191447424,0.252871202,2.009247198
285,GaussianMixture,phase1_vs_phase5,1,1,1,2095.311426,0.116147265,0.295087949,4.562036035
287,Birch,phase1_vs_phase2,0.516562898,0.458728383,0.00083416,117001.7519,0.544793269,,0.59935519
287,Birch,phase1_vs_phase3,0.506347656,0.025072324,0.012013286,18610.64751,0.824664039,,0.300724435
287,Birch,phase1_vs_phase4,0.503515625,0.013964313,0.006770075,12852.62611,0.843454041,,0.242771047
287,Birch,phase1_vs_phase5,0.503124898,0.012421958,0.006032221,10067.95057,0.832639937,,0.234247586
287,KMeans,phase1_vs_phase2,0.51218148,0.502334455,0.000417637,128125.1055,0.561291527,,0.597105116
287,KMeans,phase1_vs_phase3,0.501984089,0.555013662,1.34E-07,78300.27011,0.55570354,,0.620753407
287,KMeans,phase1_vs_phase4,0.522706146,0.556032704,0.001516305,82556.31335,0.540790709,,0.636175232
287,KMeans,phase1_vs_phase5,0.525663628,0.488603838,0.001949833,85077.37502,0.538640513,,0.640094432
287,GaussianMixture,phase1_vs_phase2,0.954316821,0,0.77700606,1662.335896,0.061495184,0.215340335,5.016386596
287,GaussianMixture,phase1_vs_phase3,0.521570575,0.434862907,0.001379148,13728.16395,0.216668477,0.161301738,1.602614913
287,GaussianMixture,phase1_vs_phase4,0.816075979,0,0.449674861,317.6574269,-0.006644327,0.264753864,9.994325552
287,GaussianMixture,phase1_vs_phase5,0.884559383,0.898025402,0.584442453,2292.744524,0.058273426,0.229803452,3.698540017
288,Birch,phase1_vs_phase2,0.644671649,0.180320023,0.082411277,40421.09669,0.345272542,,0.921862153
288,Birch,phase1_vs_phase3,0.518408536,0.493551724,0.00098091,87131.88831,0.471017352,,0.76174592
288,Birch,phase1_vs_phase4,0.512925089,0.440771842,0.000489997,74853.45433,0.43594921,,0.80112799
288,Birch,phase1_vs_phase5,0.522241216,0.424664705,0.001488908,84225.19854,0.460607469,,0.755310187
288,KMeans,phase1_vs_phase2,0.509831122,0.48744942,0.000270406,72444.75221,0.444942733,,0.85509514
288,KMeans,phase1_vs_phase3,0.500357338,0.52609935,-1.15E-05,98932.02767,0.50819174,,0.720813231
288,KMeans,phase1_vs_phase4,0.508171615,0.541334722,0.000185561,92412.7469,0.4938989,,0.74125122
288,KMeans,phase1_vs_phase5,0.507727908,0.470799364,0.000162278,101627.3733,0.508499148,,0.706769667
288,GaussianMixture,phase1_vs_phase2,0.897981771,0.186528189,0.612396906,11843.76818,0.24972367,0.238076229,1.837344579
288,GaussianMixture,phase1_vs_phase3,0.524640612,0.463851638,0.001876944,55781.30327,0.392345406,0.153199915,0.891639975
288,GaussianMixture,phase1_vs_phase4,1,0,1,7028.791718,0.18682187,0.238344014,2.484503409
288,GaussianMixture,phase1_vs_phase5,1,0,1,5912.483257,0.159595088,0.23300464,2.733018629
289,Birch,phase1_vs_phase2,0.500770061,0.512536154,-1.01E-05,101345.9909,0.507250041,,0.691535315
289,Birch,phase1_vs_phase3,0.54042353,0.399745223,0.004990969,105594.9166,0.523615886,,0.64557773
289,Birch,phase1_vs_phase4,0.513722089,0.510782704,0.000537606,127987.712,0.557162597,,0.608826453
289,Birch,phase1_vs_phase5,0.51381678,0.476872344,0.00055563,116970.677,0.533510099,,0.643457439
289,KMeans,phase1_vs_phase2,0.506890478,0.501484418,0.000125315,103594.6125,0.513181456,,0.686389168
289,KMeans,phase1_vs_phase3,0.514705362,0.457366083,0.000622445,113634.0475,0.535120302,,0.646817417
289,KMeans,phase1_vs_phase4,0.519587474,0.50550341,0.001101687,133049.5139,0.564167846,,0.604722074
289,KMeans,phase1_vs_phase5,0.52336915,0.505715748,0.001589709,126797.4883,0.551927581,,0.629806877
289,GaussianMixture,phase1_vs_phase2,0.502951449,0.46110657,1.41E-05,82673.92001,0.46951535,0.145730074,0.726757637
289,GaussianMixture,phase1_vs_phase3,0.532050074,0.521826481,0.003148724,79619.72438,0.467046769,0.14819737,0.717551074
289,GaussianMixture,phase1_vs_phase4,0.523435666,0.480772664,0.0016379,104287.1572,0.525510239,0.164999077,0.634930486
289,GaussianMixture,phase1_vs_phase5,0.507332862,0.453398764,0.000152223,78773.96156,0.46943226,0.154060805,0.73277465
292,Birch,phase1_vs_phase2,0.524315458,0.60832707,0.003593879,48697.73173,0.480370713,,0.70395048
292,Birch,phase1_vs_phase3,0.61805013,0.382008269,0.16906853,60170.17099,0.567590521,,0.555537321
292,Birch,phase1_vs_phase4,0.817431641,0.310909696,0.448540592,474361.6448,0.795816003,,0.278726303
292,Birch,phase1_vs_phase5,0.993554897,0.012912482,0.949906904,159351.4255,0.664782843,,0.479675495
292,KMeans,phase1_vs_phase2,0.517600748,0.527519014,0.000922884,62389.89096,0.450184216,,0.788004032
292,KMeans,phase1_vs_phase3,0.719091797,0.609356963,0.298849337,83347.17968,0.549442607,,0.70243023
292,KMeans,phase1_vs_phase4,0.817431641,0.310909696,0.448540592,474361.6448,0.795816003,,0.278726303
292,KMeans,phase1_vs_phase5,0.983073468,0.033559213,0.892193264,161852.047,0.665470528,,0.482812068
292,GaussianMixture,phase1_vs_phase2,0.535253906,0.638128122,0.059016759,1701.03961,0.257792279,0.462680677,1.984195831
292,GaussianMixture,phase1_vs_phase3,1,0,1,79599.29687,0.526644979,0.210425788,0.698744479
292,GaussianMixture,phase1_vs_phase4,0.817431641,0.310909696,0.448540592,474361.6448,0.795816003,0.230621533,0.278726303
292,GaussianMixture,phase1_vs_phase5,1,0,1,155234.6854,0.660374254,0.232540487,0.480981062
304,Birch,phase1_vs_phase2,0.672044078,0,0.239423408,22688.64125,0.366812211,,1.080839499
304,Birch,phase1_vs_phase3,0.515851381,0.509463427,0.000721952,34124.10131,0.318920583,,1.278426215
304,Birch,phase1_vs_phase4,0.660489246,0.082587562,0.134962965,24578.32444,0.335260363,,1.217568146
304,Birch,phase1_vs_phase5,0.691152739,0.188139768,0.124952411,24849.98824,0.293466038,,1.372013009
304,KMeans,phase1_vs_phase2,0.902379298,0,0.626459636,43117.50069,0.476215842,,1.003073948
304,KMeans,phase1_vs_phase3,0.536824264,0.453671241,0.003913732,35572.19472,0.324805103,,1.265563943
304,KMeans,phase1_vs_phase4,0.905787749,0.915184556,0.63493848,44934.74826,0.4658259,,1.001989872
304,KMeans,phase1_vs_phase5,0.905787749,0.915187083,0.634941696,33709.76391,0.402480125,,1.140209509
304,GaussianMixture,phase1_vs_phase2,0.905870479,0.915252722,0.635146193,43044.08238,0.474932293,0.234862919,1.00404406
304,GaussianMixture,phase1_vs_phase3,0.905804295,0,0.634980015,32325.62534,0.389971512,0.162012792,3.510249898
304,GaussianMixture,phase1_vs_phase4,0.906912869,0.916112486,0.637771309,44870.74792,0.465075513,0.23655506,1.002856854
304,GaussianMixture,phase1_vs_phase5,0.659573428,0.599546119,0.086099396,9267.50214,0.128369262,0.145730188,2.183397584
305,Birch,phase1_vs_phase2,0.50000986,0.028716003,-2.13E-05,17562.74704,0.726455681,,0.399215427
305,Birch,phase1_vs_phase3,0.50041811,0.029966809,-5.96E-06,22988.38403,0.767305334,,0.373681327
305,Birch,phase1_vs_phase4,0.538091473,0.565002166,0.004252866,45247.66862,0.404404376,,0.854862908
305,Birch,phase1_vs_phase5,0.503216976,0.040679032,0.00073711,32609.16581,0.792318167,,0.395073967
305,KMeans,phase1_vs_phase2,0.523406737,0.518752899,0.001571126,46677.99736,0.397547346,,0.88908303
305,KMeans,phase1_vs_phase3,0.54764512,0.566400655,0.006600714,50654.87014,0.443803946,,0.783461934
305,KMeans,phase1_vs_phase4,0.509924238,0.498522994,0.000273429,46116.19244,0.412071191,,0.848206161
305,KMeans,phase1_vs_phase5,0.543811471,0.58305543,0.005777307,43757.89904,0.445756211,,0.782769765
305,GaussianMixture,phase1_vs_phase2,0.797770182,0.338721989,0.415410305,1679.285821,0.121629654,0.185442142,4.32842891
305,GaussianMixture,phase1_vs_phase3,0.992521261,0,0.944228792,2323.742771,0.06924595,0.204288118,3.594300485
305,GaussianMixture,phase1_vs_phase4,0.994721864,0.994834761,0.95800938,2901.820131,0.128544011,0.212652936,3.199582796
305,GaussianMixture,phase1_vs_phase5,1,0,1,1287.168664,0.077666492,0.217899588,0.883693094
306,Birch,phase1_vs_phase2,0.505294682,0,0.010164067,52525.9212,0.910479251,,0.23179249
306,Birch,phase1_vs_phase3,0.500646664,0.667847711,2.20E-05,133455.0763,0.91631399,,0.328040169
306,Birch,phase1_vs_phase4,0.503910606,0.669633808,0.001379623,66300.85322,0.871978904,,0.494727257
306,Birch,phase1_vs_phase5,0.500475878,0.666835516,6.70E-08,110092.8205,0.906922118,,0.343939714
306,KMeans,phase1_vs_phase2,0.503993777,0.013196481,0.002025509,65416.50984,0.884974283,,0.43626784
306,KMeans,phase1_vs_phase3,0.500560157,0.02281828,1.26E-05,134030.7341,0.917986488,,0.309565143
306,KMeans,phase1_vs_phase4,0.503297145,0.016667197,0.00122398,70131.42709,0.886012379,,0.433821352
306,KMeans,phase1_vs_phase5,0.500524975,0.666798811,4.70E-06,110096.6354,0.906875461,,0.344411572
306,GaussianMixture,phase1_vs_phase2,0.501812084,0.664276546,0.000179357,37609.29189,0.813862538,0.58746584,0.790824657
306,GaussianMixture,phase1_vs_phase3,0.503090696,0.030010987,0.000646608,92069.60738,0.888981551,0.582252571,0.547170025
306,GaussianMixture,phase1_vs_phase4,0.716038977,0.610644758,0.25839888,738.2056259,0.156242987,0.236313582,5.022550131
306,GaussianMixture,phase1_vs_phase5,0.513680939,0.09005057,0.006830446,69339.18915,0.840555335,0.465251562,0.682995598
307,Birch,phase1_vs_phase2,0.504417699,0.662878872,0.001279594,35685.61338,0.770874451,,0.506573021
307,Birch,phase1_vs_phase3,0.50186236,0.66519537,0.000245945,39989.70314,0.801809812,,0.433962576
307,Birch,phase1_vs_phase4,0.500474948,0.024541438,3.25E-06,41447.29472,0.834382042,,0.349024492
307,Birch,phase1_vs_phase5,0.503700051,0.663966897,0.001039793,37901.40627,0.795465376,,0.435613792
307,KMeans,phase1_vs_phase2,0.527269707,0.366724328,0.002519454,39757.3918,0.438083327,,0.929281825
307,KMeans,phase1_vs_phase3,0.529845943,0.53626943,0.002843614,59121.12314,0.541944044,,0.671858465
307,KMeans,phase1_vs_phase4,0.501114656,0.029638074,9.50E-05,43013.09049,0.824269361,,0.383891866
307,KMeans,phase1_vs_phase5,0.530037597,0.531165469,0.002829151,54676.06117,0.510944995,,0.746156746
307,GaussianMixture,phase1_vs_phase2,0.909407552,0.900383005,0.640878734,9418.137895,0.225903772,0.21404696,3.21294929
307,GaussianMixture,phase1_vs_phase3,0.736193623,0.361830669,0.195046983,3887.439714,0.122712311,0.1710034,3.035022454
307,GaussianMixture,phase1_vs_phase4,0.513829891,0.173306041,0.001676984,3597.103283,0.329828669,0.222622301,2.979176048
307,GaussianMixture,phase1_vs_phase5,0.537234706,0.497333518,0.004082612,251.0886195,0.023654109,0.238255355,2.456600175
308,Birch,phase1_vs_phase2,0.514176432,0.055142287,0.025739028,29315.21163,0.791243232,,0.329511034
